"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-056","The live rakhigarhi page states 'The Rigveda contains no seafaring' while the site's own corpus file records nau- (boat) at n = 40; one of the two is wrong.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L156","","","CORRECTION C-36 (T4). Resolution path: resolve from rv_tokens.tsv. Recorded as contradiction X-14 and work item 28.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-057","The live site gives three different atlas counts: 140 on Enter, 158 on Explore, 175 in the page title.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L158","","","CORRECTION C-37 (T4). The handoff records this as part of a six-way disagreement across documents - see X-01.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-058","RIGVEDA_corpus_analysis.md, a published document, addresses a 'you' - drafting residue of the same class as the meta-commentary correction.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L160","","","CORRECTION C-38 (T4). Same class as C-06. Carried into standing rule 19.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-059","VELI-12 anchored Year 1 on a 1 December 2026 Digital Museums Canada application, but DMC requires the applicant to have existed for at least one year with current legal status at submission, so a September 2026 incorporation is ineligible for December 2026; the revised plan is DMC December 2027 with 2026-27 as institution-building and prototype year.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L162","","","CORRECTION C-39 (T5), caught by a ChatGPT response. SUPERSEDED as S-11; contradiction X-13 records that VELI-12 must be corrected or marked superseded on its face. DMC's eligibility-review deadline (10 Nov, response 17 Nov) allows the 2027 status question to be settled a year early. Recorded in VELI-13 Part B and as P-25.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-060","The owner's visual-concept document cites 140 sites, 299 dated object-windows, 25 localised texts and seven trade routes, while VELI-03 says 194 site records and 315 class-windows; VELI-13 used VELI-03.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L164","","","CORRECTION C-40 (T5), the prospectus inventory conflict. The handoff requires resolving which is current from the atlas data before either number is printed anywhere. Part of X-01; blocks prospectus send (HOLD list).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-061","Sentences banned from the prospectus are: 'world-leading', 'revolutionary', any usage projection, any health or wellbeing benefit, any Keeladi claim beyond a specific inscribed mark, any partner named before written yes, and any number not derivable from the repository.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L166","","","CORRECTION C-41 (VELI-13 B4). The handoff notes the project's memory summary uses 'world-leading' and marks that as internal ambition language, not external copy - see also the T4 ambition statement at L388.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-062","The name is Veli (Tamil veli), retroflex l, romanised veli; the Telugu excommunication sense is treated as a feature.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L176","","","OWNER DECISION HD-01, thread T1, VELI-01 section 3.1. Status SETTLED. Handoff records owner decisions as binding until the owner changes them.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-063","The posture is 'a museum that shows its working', explicitly not an institute.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L177","","","OWNER DECISION HD-02, T1, VELI-01 section 3.2. SETTLED, reconciled with a parent body at VELI-06 A1. Contradiction X-16 records that VELI-01 section 5 is a live contradiction and VELI-06's reconciliation is proposed, not adopted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-064","Every page is MADE VISIBLE, KEPT DARK or PUT OUTSIDE, or it does not belong.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L178","","","OWNER DECISION HD-03, VELI-01 section 3.3. SETTLED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-065","Voice and design: dark ground, velippatu (content resolving out of blur), colour encodes argument, grey #5f6f7a means NO DATA always.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L179","","","OWNER DECISION HD-04, VELI-01 section 3.4. SETTLED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-066","Immersion over text: 'all text doesn't tell enough of a story'; 'I like the darkness.'","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L180","","","OWNER DECISION HD-05, VELI-01 section 3.5. SETTLED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-067","The consumer/store arm is a separate property on a separate domain; dravids.com is flagged, not rejected.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L181","","","OWNER DECISION HD-06, VELI-01 section 3.7. SETTLED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-068","Conduct: no meta-commentary on pages; no hedging findings the evidence supports; check sources rather than flag that you didn't; test rather than defend.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L182","","","OWNER DECISION HD-07, VELI-01 section 3.8. SETTLED. Ties to C-06 and C-38.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-069","The owner's position: the Vedic complex arrived and attacked settled people; varna means colour; the caste apparatus was built afterwards; brahmanism, Vedism and practice are three different things; sramana opposed brahmanism; sramana is the pre-Vedic belief complex; 'Hindu in essence, not Brahmin'; brahmanism is the thing that was foreign.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L183","","","OWNER DECISION HD-08, T1, VELI-01 sections 2 and 2.1. SETTLED as frame, explicitly 'the frame, not necessarily the copy'. The owner declined to keep debating Indus-sramana continuity and instructed it not be reopened. How openly it is stated in copy remains OPEN (Q-04). Corresponding hypothesis H-07.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-070","The 22 research principles at VELI-01 section 4 are adopted.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L184","","","OWNER DECISION HD-09, T1. SETTLED. Individual principles are cited throughout section 3 (principles 11, 12, 14-16, 18-20, 22).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-071","The anti-deflection law and the northern-bias rule are adopted: northern priority is an artefact of excavation density and publication politics and is never to be presented as settled.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L185","","","OWNER DECISION HD-10, T2, 1 Sep, PENDING-RULES. SETTLED as a hard rule; the owner's reaction is recorded as 'THIS IS HUGE'. Carried into standing rule 25. The handoff notes the anti-deflection law is the one PENDING-RULES item adopted, by the owner's repeated instruction.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-072","Build all the pages first, then finalise the look; do not restyle now; keep the current Veli page system for new pages.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L186","","","OWNER DECISION HD-11, T2, 1 Sep, PENDING-RULES session note. SETTLED. Governs the visual directions recorded in T2, which are explicitly NOT adopted.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-073","Files only on request - no unrequested zips.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L187","","","OWNER DECISION HD-12, T2. SETTLED. Arises from C-21; carried into standing rule 21.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-074","The INDUSVALLI deck is a starting point, not a source; platform pages built by Claude need a full cross-check one day; publication does not stop meanwhile.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L188","","","OWNER DECISION HD-13, T1 turn 387. SETTLED. Basis of C-16 and of the still-owed page-by-page claim review recorded at X-19 and work item 57.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-075","Melakeela-vs-Veli positioning is not finalised: melakeela.com is owned, and 'Melakeela = magazine, Veli = institute behind it' is a live option, not adopted; it would supersede PENDING-RULE 18, and the landing page stays as-is.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L189","","","OWNER DECISION HD-14, T2, 1 Sep. Status OPEN - the handoff records this as D1 in the T5 files. SUPERSEDES S-03/S-04 chain. Blocks prospectus A1/A10, deck, domain, landing copy and brand (work item 8, HOLD list).","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-076","No 12-page thesis; this is a platform; keep building the archive.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L190","","","OWNER DECISION HD-15, WORKLIST 4.5. SETTLED. REJECTED the thesis framing as R-18.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-077","Living figures: only the convicted, only the record.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L191","","","OWNER DECISION HD-16, T2 section S. SETTLED by acquiescence - the owner accepted Claude's handling. Arises from C-20; carried into standing rule 18.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-078","Source-audit before build; judge sources by method, venue, reception and funding, never by author identity.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L192","","","OWNER DECISION HD-17, T2 sections J and Q. SETTLED. Arises from C-24 and C-26; SUPERSEDED audit-after-build as S-13.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-079","The owner acts as product and technical lead.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L193","","","OWNER DECISION HD-18, T4, recorded as role framing rather than a settled decision. 'Act as the product and technical lead' was the instruction to Claude; memory records the owner operating in that role.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-080","The research is at synthesis stage, not foundations, and the main gap is external adversarial contact from independent specialists.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L194","","","OWNER DECISION HD-19, T1. SETTLED. The next step (adversarial contact) is listed among T1's still-open questions.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-081","The owner's field observations - that the Irula community did not know Rakhigarhi referenced them, and observations of Tamil practice - are labelled observation and override secondary sources on Tamil cultural practice.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L195","","","OWNER DECISION HD-20, VELI-03 section 8. SETTLED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-082","PENDING-RULES 1-19 in their entirety, VELI-06 C4 decisions 1-8, the Cinduism overrule (VELI-06 A9), VELI-06 C8 items 1-7, the T4 architecture (six engines, static-only, depth toggle, kid_safe=false, lint.py), the T5 nine-role prospectus and funding stack, and 'Veli is the institution and ledger, Melakeela is the door' were proposed by Claude and NOT adopted by the owner, and must not be treated as decisions.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L197","","","Explicit non-adoption list. The Cinduism overrule is flagged for the owner's explicit ruling, which was not given (work item 9). PENDING-RULES adoption is work item 10; VELI-06 C4 is work item 11.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-083","The counts in the findings tables are as reported by the named file, and none were re-run for the handoff.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L203","","","Preamble to section 5. Applies to every V, P and H row: the VERIFIED label in the handoff denotes the reporting file's own claim, not a retrieval event, which is why all of them enter this register as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
