"join_id","claim_id","register","source_id","source_ordinal_in_cell","evidence_role","locator","locator_basis","independence_group","notes"
"CS-00113","DE-CAND-022","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-022","row-reference-only","IG-041",""
"CS-00114","DE-CAND-023","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-023","row-reference-only","IG-066",""
"CS-00115","DE-CAND-023","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-023","row-reference-only","IG-041",""
"CS-00116","DE-CAND-023","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-023","row-reference-only","IG-041",""
"CS-00117","DE-CAND-023","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-023","row-reference-only","IG-041",""
"CS-00118","DE-CAND-024","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-024","row-reference-only","IG-066",""
"CS-00119","DE-CAND-024","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-024","row-reference-only","IG-041",""
"CS-00120","DE-CAND-024","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-024","row-reference-only","IG-041",""
"CS-00121","DE-CAND-024","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-024","row-reference-only","IG-041",""
"CS-00122","DE-CAND-025","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-025","row-reference-only","IG-066",""
"CS-00123","DE-CAND-025","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-025","row-reference-only","IG-041",""
"CS-00124","DE-CAND-025","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-025","row-reference-only","IG-041",""
"CS-00125","DE-CAND-025","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-025","row-reference-only","IG-041",""
"CS-00126","DE-CAND-026","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-026","row-reference-only","IG-066",""
"CS-00127","DE-CAND-026","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-026","row-reference-only","IG-041",""
"CS-00128","DE-CAND-026","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-026","row-reference-only","IG-041",""
"CS-00129","DE-CAND-026","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-026","row-reference-only","IG-041",""
"CS-00130","DE-CAND-027","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-027","row-reference-only","IG-066",""
"CS-00131","DE-CAND-027","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-027","row-reference-only","IG-041",""
"CS-00132","DE-CAND-027","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-027","row-reference-only","IG-041",""
"CS-00133","DE-CAND-027","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-027","row-reference-only","IG-041",""
"CS-00134","DE-CAND-028","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-028","row-reference-only","IG-066",""
"CS-00135","DE-CAND-028","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-028","row-reference-only","IG-041",""
"CS-00136","DE-CAND-028","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-028","row-reference-only","IG-041",""
"CS-00137","DE-CAND-028","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-028","row-reference-only","IG-041",""
"CS-00138","DE-CAND-029","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-029","row-reference-only","IG-066",""
"CS-00139","DE-CAND-029","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-029","row-reference-only","IG-041",""
"CS-00140","DE-CAND-029","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-029","row-reference-only","IG-041",""
"CS-00141","DE-CAND-029","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-029","row-reference-only","IG-041",""
"CS-00142","DE-CAND-030","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-030","row-reference-only","IG-066",""
"CS-00143","DE-CAND-030","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-030","row-reference-only","IG-041",""
"CS-00144","DE-CAND-030","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-030","row-reference-only","IG-041",""
"CS-00145","DE-CAND-030","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-030","row-reference-only","IG-041",""
"CS-00146","DE-CAND-031","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-031","row-reference-only","IG-066",""
"CS-00147","DE-CAND-031","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-031","row-reference-only","IG-041",""
"CS-00148","DE-CAND-031","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-031","row-reference-only","IG-041",""
"CS-00149","DE-CAND-031","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-031","row-reference-only","IG-041",""
"CS-00150","DE-CAND-032","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-032","row-reference-only","IG-066",""
"CS-00151","DE-CAND-032","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-032","row-reference-only","IG-041",""
"CS-00152","DE-CAND-032","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-032","row-reference-only","IG-041",""
"CS-00153","DE-CAND-032","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-032","row-reference-only","IG-041",""
"CS-00154","DE-CAND-033","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-033","row-reference-only","IG-066",""
"CS-00155","DE-CAND-033","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-033","row-reference-only","IG-041",""
"CS-00156","DE-CAND-033","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-033","row-reference-only","IG-041",""
"CS-00157","DE-CAND-033","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-033","row-reference-only","IG-041",""
"CS-00158","DE-CAND-034","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-034","row-reference-only","IG-066",""
"CS-00159","DE-CAND-034","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-034","row-reference-only","IG-041",""
"CS-00160","DE-CAND-034","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-034","row-reference-only","IG-041",""
"CS-00161","DE-CAND-034","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-034","row-reference-only","IG-041",""
"CS-00162","DE-CAND-035","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-035","row-reference-only","IG-066",""
"CS-00163","DE-CAND-035","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-035","row-reference-only","IG-041",""
"CS-00164","DE-CAND-035","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-035","row-reference-only","IG-041",""
"CS-00165","DE-CAND-035","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-035","row-reference-only","IG-041",""
"CS-00166","DE-CAND-036","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-036","row-reference-only","IG-066",""
"CS-00167","DE-CAND-036","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-036","row-reference-only","IG-041",""
"CS-00168","DE-CAND-036","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-036","row-reference-only","IG-041",""
"CS-00169","DE-CAND-036","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-036","row-reference-only","IG-041",""
"CS-00170","DE-CAND-037","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-037","row-reference-only","IG-066",""
"CS-00171","DE-CAND-037","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-037","row-reference-only","IG-041",""
"CS-00172","DE-CAND-037","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-037","row-reference-only","IG-041",""
"CS-00173","DE-CAND-037","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-037","row-reference-only","IG-041",""
"CS-00174","DE-CAND-038","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-038","row-reference-only","IG-066",""
"CS-00175","DE-CAND-038","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-038","row-reference-only","IG-041",""
"CS-00176","DE-CAND-038","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-038","row-reference-only","IG-041",""
"CS-00177","DE-CAND-038","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-038","row-reference-only","IG-041",""
"CS-00178","DE-CAND-039","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-039","row-reference-only","IG-066",""
"CS-00179","DE-CAND-039","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-039","row-reference-only","IG-041",""
"CS-00180","DE-CAND-039","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-039","row-reference-only","IG-041",""
"CS-00181","DE-CAND-039","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-039","row-reference-only","IG-041",""
"CS-00182","DE-CAND-040","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-040","row-reference-only","IG-066",""
"CS-00183","DE-CAND-040","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-040","row-reference-only","IG-041",""
"CS-00184","DE-CAND-040","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-040","row-reference-only","IG-041",""
"CS-00185","DE-CAND-040","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-040","row-reference-only","IG-041",""
"CS-00186","DE-CAND-041","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-041","row-reference-only","IG-066",""
"CS-00187","DE-CAND-041","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-041","row-reference-only","IG-041",""
"CS-00188","DE-CAND-041","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-041","row-reference-only","IG-041",""
"CS-00189","DE-CAND-041","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-041","row-reference-only","IG-041",""
"CS-00190","DE-CAND-042","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-042","row-reference-only","IG-066",""
"CS-00191","DE-CAND-042","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-042","row-reference-only","IG-041",""
"CS-00192","DE-CAND-042","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-042","row-reference-only","IG-041",""
"CS-00193","DE-CAND-042","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-042","row-reference-only","IG-041",""
"CS-00194","DE-CAND-043","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-043","row-reference-only","IG-066",""
"CS-00195","DE-CAND-043","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-043","row-reference-only","IG-041",""
"CS-00196","DE-CAND-043","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-043","row-reference-only","IG-041",""
"CS-00197","DE-CAND-043","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-043","row-reference-only","IG-041",""
"CS-00198","DE-CAND-044","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-044","row-reference-only","IG-066",""
"CS-00199","DE-CAND-044","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-044","row-reference-only","IG-041",""
"CS-00200","DE-CAND-044","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-044","row-reference-only","IG-041",""
"CS-00201","DE-CAND-044","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-044","row-reference-only","IG-041",""
"CS-00202","DE-CAND-045","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-045","row-reference-only","IG-066",""
"CS-00203","DE-CAND-045","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-045","row-reference-only","IG-041",""
"CS-00204","DE-CAND-045","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-045","row-reference-only","IG-041",""
"CS-00205","DE-CAND-045","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-045","row-reference-only","IG-041",""
"CS-00206","DE-CAND-046","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-046","row-reference-only","IG-066",""
"CS-00207","DE-CAND-046","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-046","row-reference-only","IG-041",""
"CS-00208","DE-CAND-046","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-046","row-reference-only","IG-041",""
"CS-00209","DE-CAND-046","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-046","row-reference-only","IG-041",""
"CS-00210","DE-CAND-047","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-065","1","REFERENCE-WORK-DERIVATIVE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-047","row-reference-only","IG-066",""
"CS-00211","DE-CAND-047","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-059","2","PRIMARY-SOURCE","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-047","row-reference-only","IG-041",""
"CS-00212","DE-CAND-047","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-022","3","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-047","row-reference-only","IG-041",""
"CS-00213","DE-CAND-047","03-REGISTERS/domain-e-cdial-loan-candidates.csv","SRC-023","4","ANALYTICAL-LAYER","03-REGISTERS/domain-e-cdial-loan-candidates.csv#DE-CAND-047","row-reference-only","IG-041",""
