"claim_id","register","register_line","evidence_status","interpretive_status","editorial_status","publication_status","status_reason","superseded_by","migrated_from_status_cell","migration_state","migration_hold"
"PUR-006","03-REGISTERS/rigveda-pur-family.csv","7","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-007","03-REGISTERS/rigveda-pur-family.csv","8","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-008","03-REGISTERS/rigveda-pur-family.csv","9","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-009","03-REGISTERS/rigveda-pur-family.csv","10","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-010","03-REGISTERS/rigveda-pur-family.csv","11","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-011","03-REGISTERS/rigveda-pur-family.csv","12","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-012","03-REGISTERS/rigveda-pur-family.csv","13","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-013","03-REGISTERS/rigveda-pur-family.csv","14","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-014","03-REGISTERS/rigveda-pur-family.csv","15","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-015","03-REGISTERS/rigveda-pur-family.csv","16","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-016","03-REGISTERS/rigveda-pur-family.csv","17","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-017","03-REGISTERS/rigveda-pur-family.csv","18","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-018","03-REGISTERS/rigveda-pur-family.csv","19","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-019","03-REGISTERS/rigveda-pur-family.csv","20","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-020","03-REGISTERS/rigveda-pur-family.csv","21","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-021","03-REGISTERS/rigveda-pur-family.csv","22","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-022","03-REGISTERS/rigveda-pur-family.csv","23","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-023","03-REGISTERS/rigveda-pur-family.csv","24","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-024","03-REGISTERS/rigveda-pur-family.csv","25","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-025","03-REGISTERS/rigveda-pur-family.csv","26","VERIFIED","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","VERIFIED","MIGRATED",""
"PUR-026","03-REGISTERS/rigveda-pur-family.csv","27","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-027","03-REGISTERS/rigveda-pur-family.csv","28","HYPOTHESIS","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","HYPOTHESIS","MIGRATED",""
"PUR-028","03-REGISTERS/rigveda-pur-family.csv","29","HYPOTHESIS","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","HYPOTHESIS","MIGRATED",""
"PUR-P-001","03-REGISTERS/rigveda-pur-typology.csv","2","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-002","03-REGISTERS/rigveda-pur-typology.csv","3","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-003","03-REGISTERS/rigveda-pur-typology.csv","4","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-004","03-REGISTERS/rigveda-pur-typology.csv","5","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-005","03-REGISTERS/rigveda-pur-typology.csv","6","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-006","03-REGISTERS/rigveda-pur-typology.csv","7","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-007","03-REGISTERS/rigveda-pur-typology.csv","8","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-008","03-REGISTERS/rigveda-pur-typology.csv","9","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-009","03-REGISTERS/rigveda-pur-typology.csv","10","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-010","03-REGISTERS/rigveda-pur-typology.csv","11","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-011","03-REGISTERS/rigveda-pur-typology.csv","12","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-012","03-REGISTERS/rigveda-pur-typology.csv","13","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-013","03-REGISTERS/rigveda-pur-typology.csv","14","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-014","03-REGISTERS/rigveda-pur-typology.csv","15","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-015","03-REGISTERS/rigveda-pur-typology.csv","16","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-016","03-REGISTERS/rigveda-pur-typology.csv","17","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-017","03-REGISTERS/rigveda-pur-typology.csv","18","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-018","03-REGISTERS/rigveda-pur-typology.csv","19","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-019","03-REGISTERS/rigveda-pur-typology.csv","20","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-020","03-REGISTERS/rigveda-pur-typology.csv","21","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-021","03-REGISTERS/rigveda-pur-typology.csv","22","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-022","03-REGISTERS/rigveda-pur-typology.csv","23","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-023","03-REGISTERS/rigveda-pur-typology.csv","24","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-024","03-REGISTERS/rigveda-pur-typology.csv","25","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-025","03-REGISTERS/rigveda-pur-typology.csv","26","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-026","03-REGISTERS/rigveda-pur-typology.csv","27","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-027","03-REGISTERS/rigveda-pur-typology.csv","28","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-028","03-REGISTERS/rigveda-pur-typology.csv","29","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-029","03-REGISTERS/rigveda-pur-typology.csv","30","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-030","03-REGISTERS/rigveda-pur-typology.csv","31","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-031","03-REGISTERS/rigveda-pur-typology.csv","32","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-032","03-REGISTERS/rigveda-pur-typology.csv","33","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-033","03-REGISTERS/rigveda-pur-typology.csv","34","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-034","03-REGISTERS/rigveda-pur-typology.csv","35","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-035","03-REGISTERS/rigveda-pur-typology.csv","36","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-036","03-REGISTERS/rigveda-pur-typology.csv","37","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-037","03-REGISTERS/rigveda-pur-typology.csv","38","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-038","03-REGISTERS/rigveda-pur-typology.csv","39","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-039","03-REGISTERS/rigveda-pur-typology.csv","40","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-040","03-REGISTERS/rigveda-pur-typology.csv","41","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-041","03-REGISTERS/rigveda-pur-typology.csv","42","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-042","03-REGISTERS/rigveda-pur-typology.csv","43","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-043","03-REGISTERS/rigveda-pur-typology.csv","44","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-044","03-REGISTERS/rigveda-pur-typology.csv","45","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-045","03-REGISTERS/rigveda-pur-typology.csv","46","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-046","03-REGISTERS/rigveda-pur-typology.csv","47","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-047","03-REGISTERS/rigveda-pur-typology.csv","48","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-048","03-REGISTERS/rigveda-pur-typology.csv","49","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-049","03-REGISTERS/rigveda-pur-typology.csv","50","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-050","03-REGISTERS/rigveda-pur-typology.csv","51","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-051","03-REGISTERS/rigveda-pur-typology.csv","52","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-052","03-REGISTERS/rigveda-pur-typology.csv","53","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-053","03-REGISTERS/rigveda-pur-typology.csv","54","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-054","03-REGISTERS/rigveda-pur-typology.csv","55","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-055","03-REGISTERS/rigveda-pur-typology.csv","56","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-056","03-REGISTERS/rigveda-pur-typology.csv","57","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-057","03-REGISTERS/rigveda-pur-typology.csv","58","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-058","03-REGISTERS/rigveda-pur-typology.csv","59","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-059","03-REGISTERS/rigveda-pur-typology.csv","60","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-060","03-REGISTERS/rigveda-pur-typology.csv","61","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-061","03-REGISTERS/rigveda-pur-typology.csv","62","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-062","03-REGISTERS/rigveda-pur-typology.csv","63","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-063","03-REGISTERS/rigveda-pur-typology.csv","64","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-064","03-REGISTERS/rigveda-pur-typology.csv","65","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-065","03-REGISTERS/rigveda-pur-typology.csv","66","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-066","03-REGISTERS/rigveda-pur-typology.csv","67","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-067","03-REGISTERS/rigveda-pur-typology.csv","68","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-068","03-REGISTERS/rigveda-pur-typology.csv","69","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-069","03-REGISTERS/rigveda-pur-typology.csv","70","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-070","03-REGISTERS/rigveda-pur-typology.csv","71","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-071","03-REGISTERS/rigveda-pur-typology.csv","72","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-072","03-REGISTERS/rigveda-pur-typology.csv","73","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-073","03-REGISTERS/rigveda-pur-typology.csv","74","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-074","03-REGISTERS/rigveda-pur-typology.csv","75","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-075","03-REGISTERS/rigveda-pur-typology.csv","76","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-076","03-REGISTERS/rigveda-pur-typology.csv","77","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-077","03-REGISTERS/rigveda-pur-typology.csv","78","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-078","03-REGISTERS/rigveda-pur-typology.csv","79","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-079","03-REGISTERS/rigveda-pur-typology.csv","80","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-080","03-REGISTERS/rigveda-pur-typology.csv","81","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-081","03-REGISTERS/rigveda-pur-typology.csv","82","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-082","03-REGISTERS/rigveda-pur-typology.csv","83","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-083","03-REGISTERS/rigveda-pur-typology.csv","84","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-084","03-REGISTERS/rigveda-pur-typology.csv","85","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-085","03-REGISTERS/rigveda-pur-typology.csv","86","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-086","03-REGISTERS/rigveda-pur-typology.csv","87","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-087","03-REGISTERS/rigveda-pur-typology.csv","88","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-088","03-REGISTERS/rigveda-pur-typology.csv","89","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-089","03-REGISTERS/rigveda-pur-typology.csv","90","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-090","03-REGISTERS/rigveda-pur-typology.csv","91","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-091","03-REGISTERS/rigveda-pur-typology.csv","92","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-092","03-REGISTERS/rigveda-pur-typology.csv","93","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-093","03-REGISTERS/rigveda-pur-typology.csv","94","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-094","03-REGISTERS/rigveda-pur-typology.csv","95","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-095","03-REGISTERS/rigveda-pur-typology.csv","96","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-096","03-REGISTERS/rigveda-pur-typology.csv","97","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-097","03-REGISTERS/rigveda-pur-typology.csv","98","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-098","03-REGISTERS/rigveda-pur-typology.csv","99","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-099","03-REGISTERS/rigveda-pur-typology.csv","100","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-100","03-REGISTERS/rigveda-pur-typology.csv","101","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-101","03-REGISTERS/rigveda-pur-typology.csv","102","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-102","03-REGISTERS/rigveda-pur-typology.csv","103","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"PUR-P-103","03-REGISTERS/rigveda-pur-typology.csv","104","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","PROPOSED","","","PROVISIONAL","MIGRATED",""
"VAR-001","03-REGISTERS/rigveda-varna.csv","2","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-002","03-REGISTERS/rigveda-varna.csv","3","PROVISIONAL","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","PROVISIONAL","MIGRATED",""
"VAR-003","03-REGISTERS/rigveda-varna.csv","4","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-004","03-REGISTERS/rigveda-varna.csv","5","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-005","03-REGISTERS/rigveda-varna.csv","6","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-006","03-REGISTERS/rigveda-varna.csv","7","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-007","03-REGISTERS/rigveda-varna.csv","8","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-008","03-REGISTERS/rigveda-varna.csv","9","VERIFIED","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","VERIFIED","MIGRATED",""
"VAR-009","03-REGISTERS/rigveda-varna.csv","10","HYPOTHESIS","NOT-RECORDED","NOT-RECORDED","NOT-RECORDED","supports_page names 'what-varna-meant.html' without a publication marker; publication state is not inferred from a page existing","","HYPOTHESIS","MIGRATED",""
