"att_id","target","classification","determinative_certainty","p_number","line_ref","raw_token","determinatives","line","cdli_period","cdli_provenience","cdli_collection","cdli_museum_no","cdli_material","cdli_excavation_no","cdli_primary_publication","source_id","retrieval_date"
"DRA-0075","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227419","5'","_{na4}gug#_","na4","_{na4}gug#_ [...]","Early Old Babylonian (ca. 2000-1900 BC)","Isin (mod. Bahriyat)","unlocated","unknown","clay","IB 1537","RIME 3/2.01.01.29, ex. 01 & RIME 4.01.04.09, ex. 01","SRC-103; SRC-102","2026-09-08"
"DRA-0076","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P227751","1","{na4#}gug(|ZA.GUL|)#","na4","{na4#}gug(|ZA.GUL|)#","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 13935","clay","","OIP 011, 179","SRC-103; SRC-102","2026-09-08"
"DRA-0077","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227751","2","{na4}gug","na4","{na4}gug gazi","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 13935","clay","","OIP 011, 179","SRC-103; SRC-102","2026-09-08"
"DRA-0078","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P227751","3","{na4#}gug","na4","{na4#}gug me-luh-ha","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 13935","clay","","OIP 011, 179","SRC-103; SRC-102","2026-09-08"
"DRA-0079","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P227751","4","{na4#}gug","na4","{na4#}gug gid2-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 13935","clay","","OIP 011, 179","SRC-103; SRC-102","2026-09-08"
"DRA-0080","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227751","5","{na4}gug","na4","{na4}gug lugud#-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 13935","clay","","OIP 011, 179","SRC-103; SRC-102","2026-09-08"
"DRA-0081","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227751","6","{na4}gug","na4","{na4}gug buru3#-buru3-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 13935","clay","","OIP 011, 179","SRC-103; SRC-102","2026-09-08"
"DRA-0082","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227945","44","{na4}gug","na4","{na4}gug","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 04600","clay","","PBS 12, 19","SRC-103; SRC-102","2026-09-08"
"DRA-0083","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227945","45","{na4}gug","na4","{na4}gug gazi","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 04600","clay","","PBS 12, 19","SRC-103; SRC-102","2026-09-08"
"DRA-0084","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227945","46","{na4}gug","na4","{na4}gug luh!-ha","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 04600","clay","","PBS 12, 19","SRC-103; SRC-102","2026-09-08"
"DRA-0085","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227945","47","{na4}gug","na4","{na4}gug gid2-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 04600","clay","","PBS 12, 19","SRC-103; SRC-102","2026-09-08"
"DRA-0086","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227945","48","{na4}gug","na4","{na4}gug lugud-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 04600","clay","","PBS 12, 19","SRC-103; SRC-102","2026-09-08"
"DRA-0087","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P227945","49","{na4}gug","na4","{na4}gug buru3-buru3-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 04600","clay","","PBS 12, 19","SRC-103; SRC-102","2026-09-08"
"DRA-0088","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P228595","15'","{na4#}gug","na4","{na4#}gug","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-13-921","clay","","MSL 10, 054 V18","SRC-103; SRC-102","2026-09-08"
"DRA-0089","CARNELIAN","STONE-DETERMINATIVE ({na4})","broken []","P228595","16'","[{na4}]gug-gazi","na4","[{na4}]gug-gazi","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-13-921","clay","","MSL 10, 054 V18","SRC-103; SRC-102","2026-09-08"
"DRA-0090","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P228721","7","{na4}gug(|ZA#.GUL#|)#","na4","{na4}gug(|ZA#.GUL#|)#","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-16-234 + UM 29-16-236 + UM 29-16-268 + N 1892 + N 3339 (+) UM 29-13-686","clay","","MSL 10, 054 V17, V21, V23, V32","SRC-103; SRC-102","2026-09-08"
"DRA-0091","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P228721","8","{na4}gug(|ZA#.GUL#|)#","na4","{na4}gug(|ZA#.GUL#|)# |GUL.GA2|","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-16-234 + UM 29-16-236 + UM 29-16-268 + N 1892 + N 3339 (+) UM 29-13-686","clay","","MSL 10, 054 V17, V21, V23, V32","SRC-103; SRC-102","2026-09-08"
"DRA-0092","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P228721","9","{na4}gug(|ZA#.GUL|)#","na4","{na4}gug(|ZA#.GUL|)# luh-ha","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-16-234 + UM 29-16-236 + UM 29-16-268 + N 1892 + N 3339 (+) UM 29-13-686","clay","","MSL 10, 054 V17, V21, V23, V32","SRC-103; SRC-102","2026-09-08"
"DRA-0093","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P228721","10","{na4#}gug","na4","{na4#}gug gid2-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-16-234 + UM 29-16-236 + UM 29-16-268 + N 1892 + N 3339 (+) UM 29-13-686","clay","","MSL 10, 054 V17, V21, V23, V32","SRC-103; SRC-102","2026-09-08"
"DRA-0094","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P228721","11","{na4#}gug","na4","{na4#}gug lugud-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-16-234 + UM 29-16-236 + UM 29-16-268 + N 1892 + N 3339 (+) UM 29-13-686","clay","","MSL 10, 054 V17, V21, V23, V32","SRC-103; SRC-102","2026-09-08"
"DRA-0095","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P228721","12","{na4#}gug","na4","{na4#}gug buru3-buru3-da","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-16-234 + UM 29-16-236 + UM 29-16-268 + N 1892 + N 3339 (+) UM 29-13-686","clay","","MSL 10, 054 V17, V21, V23, V32","SRC-103; SRC-102","2026-09-08"
"DRA-0096","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P229750","1","{na4}gug(|ZA.[GUL]|)#-[...]","na4","{na4}gug(|ZA.[GUL]|)#-[...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar) ?","Hilprecht Collection, University of Jena, Germany","HS 1617","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0097","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P229750","2","{na4}gug(|ZA.GUL#|)#-[...]","na4","{na4}gug(|ZA.GUL#|)#-[...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar) ?","Hilprecht Collection, University of Jena, Germany","HS 1617","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0098","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P229750","3","{na4}gug(|ZA.GUL#|)#-[...]","na4","{na4}gug(|ZA.GUL#|)#-[...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar) ?","Hilprecht Collection, University of Jena, Germany","HS 1617","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0099","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P229750","4","{na4}gug(|ZA.GUL|)-[...]","na4","{na4}gug(|ZA.GUL|)-[...]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar) ?","Hilprecht Collection, University of Jena, Germany","HS 1617","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0100","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P229750","7","{na4}ellag2-gug(|ZA.GUL#|)#","na4","{na4}ellag2-gug(|ZA.GUL#|)#","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar) ?","Hilprecht Collection, University of Jena, Germany","HS 1617","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0101","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P230388","1'","{na4#}gug","na4","{na4#}gug gid2#-[da]","Old Babylonian (ca. 1900-1600 BC)","","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 06368","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0102","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P230388","2'","{na4}gug","na4","{na4}gug lugud#-[da]","Old Babylonian (ca. 1900-1600 BC)","","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 06368","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0103","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P230388","3'","{na4}gug","na4","{na4}gug buru3-da#","Old Babylonian (ca. 1900-1600 BC)","","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 06368","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0104","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P234894","1","{na4}gug#","na4","ezem {na4}gug# nu2# {d}en-lil2-la2","Ur III (ca. 2100-2000 BC)","Puzriš-Dagan (mod. Drehem)","Kelsey Museum of Archaeology, University of Michigan, Ann Arbor, Michigan, USA","KM 89106","clay","","unpublished unassigned ?","SRC-103; SRC-102","2026-09-08"
"DRA-0105","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P251913","1","_{na4}gug_","na4","_{na4}gug_","Neo-Assyrian (ca. 911-612 BC)","uncertain (mod. uncertain)","Schøyen Collection, Oslo, Norway","MS 2880","clay","","CUSAS 32, 068","SRC-103; SRC-102","2026-09-08"
"DRA-0106","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P256177","14","{na4}gug","na4","ma2 szu-lu-ka {na4}gug {na4}za-gin3 mi-ni-in-si","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-15-367","clay","","OrNS 44, 054","SRC-103; SRC-102","2026-09-08"
"DRA-0107","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P256177","11","{na4}gug","na4","ma2 szu-[lu3-ka {na4}gug {na4}za-gin3] mi#-[ni-in-si]","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","UM 29-15-367","clay","","OrNS 44, 054","SRC-103; SRC-102","2026-09-08"
"DRA-0108","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P269136","29","{na4}gug","na4","[hur]-sag {na4}gug igi gun3 {d}inanna-ka","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","CBS 14151 + UM 29-16-140","clay","","CDLI Literary 000368, ex. 017","SRC-103; SRC-102","2026-09-08"
"DRA-0109","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P271026","10","_{na4}gug_","na4","_{na4}gug_ ka-li _na4-mesz {gesz}gu-za {gesz}esi-mesz_","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Musées royaux d’Art et d’Histoire, Brussels, Belgium","MRAH E.6753","clay","","EA 369","SRC-103; SRC-102","2026-09-08"
"DRA-0110","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P271202","30","_{na4}an-gug-me","na4","1(disz) _{na4}an-gug-me ku3-sig17 gar_ 1(disz) _{na4}kiszib3 szi-tir ku3-sig17 gar_ 2(disz) _{na4}za-gin3-kur_","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Vorderasiatisches Museum, Berlin, Germany","VAT 00340 (+) VAT 02191 + frag","clay","","EA 025","SRC-103; SRC-102","2026-09-08"
"DRA-0111","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P271202","43","_{na4}an-gug-me_","na4","1(disz) pi2-isz-sza-tu4 re-et-ta-szu _{na4}an-gug-me_ [sza]-kar3-[szu]","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Vorderasiatisches Museum, Berlin, Germany","VAT 00340 (+) VAT 02191 + frag","clay","","EA 025","SRC-103; SRC-102","2026-09-08"
"DRA-0112","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P271213","34","_{na4}an-gug-me_","na4","[_{gesz}]esi_ sza _amar-mesz ku3-sig17 gar# sag#_-su2 _{na4}an-gug-me_","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Vorderasiatisches Museum, Berlin, Germany","VAT 00395","clay","","EA 022","SRC-103; SRC-102","2026-09-08"
"DRA-0113","CARNELIAN","STONE-DETERMINATIVE ({na4})","broken []","P271213","17","_{na4}[an]-gug-me_","na4","_ku3-sig17 gar sag-du_-su2 _{na4}[an]-gug-me_ ma#-lik#-szu _ku3-sig17 gar_","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Vorderasiatisches Museum, Berlin, Germany","VAT 00395","clay","","EA 022","SRC-103; SRC-102","2026-09-08"
"DRA-0114","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P271213","16'","_{na4}an-gug-me_-szu","na4","1(disz) _mar-ninda kiszib3-la2_-szu _{na4}an-gug-me_-szu [_ku3-sig17]-gar_","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Vorderasiatisches Museum, Berlin, Germany","VAT 00395","clay","","EA 022","SRC-103; SRC-102","2026-09-08"
"DRA-0115","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P271213","17'","_{na4}an-gug-me_","na4","_sag_-su2 me-su-ug-gu _{na4}an-gug-me_ 2(disz) _su [ku3-sig17_] i-na _sza3_ na-di","Middle Babylonian (ca. 1400-1100 BC)","Akhetaten (mod. el-Amarna)","Vorderasiatisches Museum, Berlin, Germany","VAT 00395","clay","","EA 022","SRC-103; SRC-102","2026-09-08"
"DRA-0116","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P278220","20","{na4#}gug","na4","hur-sag {na4#}gug igi gun3 {d}inanna-ka","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","British Museum, London, UK; University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","BM 022695 + CBS 12519 + N 3166 + N 3220 + UM 29-15-356","clay","","CDLI Literary 000368, ex. 043","SRC-103; SRC-102","2026-09-08"
"DRA-0117","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P278255","3'","{na4#}gug","na4","[x x] {na4#}gug igi gun3 {d}inanna-ka","Old Babylonian (ca. 1900-1600 BC)","Nippur (mod. Nuffar)","University of Pennsylvania Museum of Archaeology and Anthropology, Philadelphia, Pennsylvania, USA","N 3203","clay","","CDLI Literary 000368, ex. 024","SRC-103; SRC-102","2026-09-08"
"DRA-0118","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P281812","30","{na4}gug","na4","_nu-nu {na4}szu_-u _nita2_ u _munus {na4}gug {na4}pa_ {na4}ia2-ni-bu","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 08772 + VAT 15549","clay","Ass 13955cr","BAM 2, 124","SRC-103; SRC-102","2026-09-08"
"DRA-0119","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P281815","14'","{na4}gug","na4","_{na4#}kiszib {na4}gug gar_ re-du-um ina _su lu2_","Middle Assyrian (ca. 1400-1000 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 09587","clay","Ass 10090","BAM 2, 194","SRC-103; SRC-102","2026-09-08"
"DRA-0120","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P281822","8'","_{na4}gug#?_","na4","[...] _na5#_ it-te-mir {na4}a-la?-<da> _{na4}gug#?_ [...]","Neo-Assyrian (ca. 911-612 BC)","","Vorderasiatisches Museum, Berlin, Germany","VAT 11415","clay","","BAM 3, 245","SRC-103; SRC-102","2026-09-08"
"DRA-0121","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P281823","4'","{na4#}gug","na4","_DISZ ki#-min#? {na4#}gug {na4#}za#-gin3_ {na4}[x ...]","Middle Assyrian (ca. 1400-1000 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 13608 + VAT 13759?","clay","Ass 17722b","BAM 3, 316","SRC-103; SRC-102","2026-09-08"
"DRA-0122","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285108","20","{na4}gug","na4","_du3-du3-bi {na4}gug {na4}za-gin3 {na4}duh#-szi-a {na4}nir_","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 09029","clay","Ass 13955cz","BAM 1, 003","SRC-103; SRC-102","2026-09-08"
"DRA-0123","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285124","17'","{na4}gug#","na4","da-ga-la! _nu sig15 {na4}gug# {szim#}szesz u2 babbar_","","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 13732","clay","Ass 17721a","BAM 1, 022","SRC-103; SRC-102","2026-09-08"
"DRA-0124","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P285131","16'","_{na4#}gug_","na4","[...] _{na4#}gug_ ina _lal3-kur-ra sud2_","","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 13824 + VAT 14205","clay","Ass 17722bm + cz","BAM 1, 029 + frag.","SRC-103; SRC-102","2026-09-08"
"DRA-0125","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285225","27'","{na4}gug_","na4","ina _sa# masz-da3 nu-nu {na4}szu_-u _nita2_ u _munus {na4}gug_","Neo-Assyrian (ca. 911-612 BC)","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 09955","clay","","BAM 2, 128","SRC-103; SRC-102","2026-09-08"
"DRA-0126","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285254","9","{na4}gug","na4","_{na4}ku3-sig17 {na4}gug {na4}za-gin3_ {na4}pa-ru-tam","","Assur (mod. Qalat Sherqat)","Arkeoloji Müzeleri, Istanbul, Turkey","Ist A 00198","clay","","BAM 2, 159","SRC-103; SRC-102","2026-09-08"
"DRA-0127","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P285277","5'","_{na4#}gug_","na4","_{na4#}gug_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 10161 + VAT 10935 + VAT 11457?","clay","","BAM 2, 185","SRC-103; SRC-102","2026-09-08"
"DRA-0128","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285277","22'","_{na4}gug","na4","_{na4}gug gazi[{sar}]_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 10161 + VAT 10935 + VAT 11457?","clay","","BAM 2, 185","SRC-103; SRC-102","2026-09-08"
"DRA-0129","CARNELIAN","STONE-DETERMINATIVE ({na4})","damaged #","P285277","25'","_{na4#}gug#","na4","_{na4#}gug# me-[luh-ha]_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 10161 + VAT 10935 + VAT 11457?","clay","","BAM 2, 185","SRC-103; SRC-102","2026-09-08"
"DRA-0130","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285277","10'","_{na4}gug#_","na4","_{na4}gug#_ [...]","","","Vorderasiatisches Museum, Berlin, Germany","VAT 10161 + VAT 10935 + VAT 11457?","clay","","BAM 2, 185","SRC-103; SRC-102","2026-09-08"
"DRA-0131","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285286","1","{na4}gug#_","na4","[{na4}x] _{na4#}za-gin3 {na4}babbar-dili {na4}babbar-min5 {na4}gug#_ [...]","","Assur (mod. Qalat Sherqat)","Vorderasiatisches Museum, Berlin, Germany","VAT 13747","clay","Ass 13956fp","BAM 2, 195","SRC-103; SRC-102","2026-09-08"
"DRA-0132","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285295","23'","{na4}gug_","na4","_{na4#}ad-bar hi-hi! {na4}gug_","","Assur (mod. Qalat Sherqat)","unlocated","unknown","clay","Ass 13955hl","BAM 3, 205","SRC-103; SRC-102","2026-09-08"
"DRA-0133","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285295","3","_{na4}gug","na4","_{na4}gug gazi{sar} {na4}za-gin3 {na4}[gesz-nu11-gal]_","","Assur (mod. Qalat Sherqat)","unlocated","unknown","clay","Ass 13955hl","BAM 3, 205","SRC-103; SRC-102","2026-09-08"
"DRA-0134","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285321","10'","{na4}gug","na4","_[en2] id2 {na4}gug mud2_-sza2 a-tap _{na4}gug#?_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 13724","clay","","BAM 3, 235","SRC-103; SRC-102","2026-09-08"
"DRA-0135","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285321","10'","_{na4}gug#?_","na4","_[en2] id2 {na4}gug mud2_-sza2 a-tap _{na4}gug#?_","","","Vorderasiatisches Museum, Berlin, Germany","VAT 13724","clay","","BAM 3, 235","SRC-103; SRC-102","2026-09-08"
"DRA-0136","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285321","11'","_{na4}gug","na4","[x ta?]-mir-ti _{na4}gug a-mesz_ [...]","","","Vorderasiatisches Museum, Berlin, Germany","VAT 13724","clay","","BAM 3, 235","SRC-103; SRC-102","2026-09-08"
"DRA-0137","CARNELIAN","STONE-DETERMINATIVE ({na4})","clean","P285321","13'","_{na4}gug_","na4","[ina?] ta#-mir-ti _{na4}gug_ [li-is-ki-ru ...]","","","Vorderasiatisches Museum, Berlin, Germany","VAT 13724","clay","","BAM 3, 235","SRC-103; SRC-102","2026-09-08"
